filename,x1,x2,y1,y2,annotation_class
C06_B108_S21.tif,119448,120760,39688,41000,0
C06_B108_S21.tif,128448,129760,36480,37792,0
C06_B108_S21.tif,125816,127128,37400,38712,0
C06_B108_S21.tif,121432,122744,42792,44104,1
C06_B108_S21.tif,116848,118160,37032,38344,1
C06_B108_S21.tif,118368,119680,30312,31624,1
C06_B108_S21.tif,124728,126040,29688,31000,1
C06_B108_S21.tif,132976,134288,37856,39168,1
C06_B108_S21.tif,134408,135720,41488,42800,1
C13_B156_S11.tif,47648,48880,63248,64480,1
C13_B156_S11.tif,49552,50784,64104,65336,1
C13_B156_S11.tif,51360,52592,64688,65920,1
C13_B156_S11.tif,62392,63624,61112,62344,0
C13_B156_S11.tif,62440,63672,63144,64376,0
C13_B156_S11.tif,56496,57728,58728,59960,1
C13_B156_S11.tif,57472,58704,56640,57872,1
C13_B156_S11.tif,58888,60120,57184,58416,1
C13_B156_S11.tif,56152,57384,56120,57352,1
C13_B156_S11.tif,48688,49920,63160,64392,1
C13_B156_S11.tif,52464,53696,64912,66144,1
C13_B156_S11.tif,35912,37144,60248,61480,1
C13_B156_S11.tif,37816,39048,61408,62640,1
C13_B156_S11.tif,39720,40952,62200,63432,1
C13_B156_S11.tif,41448,42680,62792,64024,1
C13_B156_S11.tif,43384,44616,63016,64248,1
C13_B156_S11.tif,45408,46640,63120,64352,1
C13_B156_S11.tif,46408,47640,62088,63320,1
C13_B156_S11.tif,44080,45312,62104,63336,1
C13_B156_S11.tif,40552,41784,61888,63120,1
C13_B156_S11.tif,38688,39920,61304,62536,1
C13_B156_S11.tif,36784,38016,60592,61824,1
C13_B156_S11.tif,13600,14832,75520,76752,0
C13_B156_S11.tif,13904,15136,74288,75520,0
C13_B156_S11.tif,14856,16088,70048,71280,0
C13_B156_S11.tif,20408,21640,51376,52608,0
C13_B156_S11.tif,16232,17464,60456,61688,0
C13_B156_S11.tif,35232,36464,77616,78848,0
C13_B156_S11.tif,30000,31232,76344,77576,0
C13_B156_S11.tif,74584,75816,65672,66904,0
C13_B156_S11.tif,74016,75248,67248,68480,0
C13_B156_S11.tif,70272,71504,64920,66152,0
C13_B156_S11.tif,67728,68960,66296,67528,0
C13_B156_S11.tif,66944,68176,59904,61136,0
C13_B156_S11.tif,71720,72952,62776,64008,0
C13_B156_S11.tif,77640,78872,64464,65696,0
C13_B156_S11.tif,50936,52168,133608,134840,0
C13_B145_S11.tif,217000,218232,105968,107200,0
C13_B145_S11.tif,212112,213344,102280,103512,0
C13_B145_S11.tif,213888,215120,101304,102536,0
C13_B145_S11.tif,222296,223528,136960,138192,1
C13_B145_S11.tif,222184,223416,138520,139752,1
C13_B145_S11.tif,213560,214792,120736,121968,1
C13_B145_S11.tif,221192,222424,117008,118240,1
C13_B145_S11.tif,202856,204088,157656,158888,0
C13_B145_S11.tif,196744,197976,161936,163168,0
C13_B145_S11.tif,196888,198120,162984,164216,0
C13_B145_S11.tif,195872,197104,159088,160320,0
C13_B145_S11.tif,195648,196880,156632,157864,0
C13_B145_S11.tif,206792,208024,157240,158472,0
C13_B145_S11.tif,219400,220632,165160,166392,0
C13_B145_S11.tif,227104,228336,164272,165504,0
C13_B145_S11.tif,224688,225920,159600,160832,0
C13_B145_S11.tif,226088,227320,158200,159432,0
C13_B145_S11.tif,212296,213528,150304,151536,0
C13_B145_S11.tif,210592,211824,152552,153784,0
C13_B145_S11.tif,206736,207968,150320,151552,0
C13_B145_S11.tif,205064,206296,156288,157520,0
C13_B145_S11.tif,202688,203920,159096,160328,0
C13_B145_S11.tif,217920,219152,156896,158128,0
C13_B145_S11.tif,221088,222320,155696,156928,0
C13_B145_S11.tif,213440,214672,161440,162672,0
C13_B145_S11.tif,214712,215944,160376,161608,0
C13_B145_S11.tif,215856,217088,159112,160344,0
C13_B145_S11.tif,222944,224176,159176,160408,0
C13_B145_S11.tif,234480,235712,163280,164512,0
C13_B145_S11.tif,230776,232008,166160,167392,0
C13_B145_S11.tif,229176,230408,167296,168528,0
C13_B145_S11.tif,219408,220640,167072,168304,0
C13_B145_S11.tif,200496,201728,157160,158392,0
C13_B145_S11.tif,204688,205920,150832,152064,0
C13_B145_S11.tif,208824,210056,149616,150848,0
C13_B145_S11.tif,219704,220936,152720,153952,1
C13_B145_S11.tif,192512,193744,113160,114392,1
C13_B145_S11.tif,193792,195024,109720,110952,1
C13_B145_S11.tif,191480,192712,108600,109832,1
C13_B145_S11.tif,190712,191944,107432,108664,1
C13_B145_S11.tif,192648,193880,107040,108272,1
C13_B145_S11.tif,194360,195592,107552,108784,1
C13_B145_S11.tif,196344,197576,109136,110368,1
C06_B116_S21.tif,33672,34984,45840,47152,0
C06_B116_S21.tif,34024,35336,42072,43384,0
C06_B116_S21.tif,31936,33248,37728,39040,0
C06_B116_S21.tif,20640,21952,73992,75304,0
C06_B116_S21.tif,20704,22016,70024,71336,0
C06_B116_S21.tif,21904,23216,69936,71248,0
C06_B116_S21.tif,18616,19928,76640,77952,1
C06_B116_S21.tif,17288,18600,77904,79216,1
C06_B116_S21.tif,20464,21776,76672,77984,1
C06_B116_S21.tif,21848,23160,76552,77864,1
C06_B116_S21.tif,23672,24984,76320,77632,1
C06_B116_S21.tif,24816,26128,75200,76512,1
C06_B116_S21.tif,26168,27480,74528,75840,1
C06_B116_S21.tif,27168,28480,73088,74400,1
C06_B116_S21.tif,31408,32720,60416,61728,1
C06_B116_S21.tif,28968,30280,56768,58080,1
C06_B116_S21.tif,27696,29008,55568,56880,1
C06_B116_S21.tif,26232,27544,52952,54264,1
C06_B116_S21.tif,25496,26808,51072,52384,1
C06_B116_S21.tif,24232,25544,48568,49880,1
C06_B116_S21.tif,23880,25192,46568,47880,1
C06_B116_S21.tif,35320,36632,63064,64376,1
C06_B116_S21.tif,36992,38304,63912,65224,1
C06_B116_S21.tif,39848,41160,64384,65696,1
C06_B116_S21.tif,38872,40184,63704,65016,1
C06_B116_S21.tif,34680,35992,49336,50648,0
C06_B116_S21.tif,38496,39808,48656,49968,0
C06_B116_S21.tif,76160,77472,47664,48976,1
C06_B116_S21.tif,76872,78184,49696,51008,1
C06_B116_S21.tif,77752,79064,51272,52584,1
C06_B116_S21.tif,78576,79888,52648,53960,1
C06_B116_S21.tif,79744,81056,54032,55344,1
C06_B116_S21.tif,80528,81840,55344,56656,1
C06_B116_S21.tif,82056,83368,56424,57736,1
C06_B116_S21.tif,83864,85176,58048,59360,1
C06_B116_S21.tif,85288,86600,59160,60472,1
C06_B116_S21.tif,87104,88416,60160,61472,1
C06_B116_S21.tif,74776,76088,38776,40088,1
C06_B116_S21.tif,74472,75784,40944,42256,1
C06_B116_S21.tif,74488,75800,43304,44616,1
C06_B116_S21.tif,74960,76272,44960,46272,1
C06_B116_S21.tif,71256,72568,73632,74944,1
C06_B116_S21.tif,72744,74056,73576,74888,1
C06_B116_S21.tif,74936,76248,72912,74224,1
C06_B116_S21.tif,76808,78120,71920,73232,1
C06_B116_S21.tif,77880,79192,70640,71952,1
C06_B116_S21.tif,78688,80000,68992,70304,1
C06_B116_S21.tif,68424,69736,59400,60712,0
C06_B116_S21.tif,72080,73392,67216,68528,0
C06_B116_S21.tif,69896,71208,69160,70472,0
C06_B116_S21.tif,66032,67344,69008,70320,0
C06_B116_S21.tif,66624,67936,63704,65016,0
C06_B116_S21.tif,64392,65704,59696,61008,0
C06_B116_S21.tif,66184,67496,52944,54256,0
C06_B116_S21.tif,66944,68256,49184,50496,0
C06_B116_S21.tif,67760,69072,43800,45112,0
C06_B116_S21.tif,70144,71456,52552,53864,0
C06_B116_S21.tif,71960,73272,58600,59912,0
C06_B116_S21.tif,67440,68752,55768,57080,0
C06_B116_S21.tif,63872,65184,55552,56864,0
C06_B116_S21.tif,88232,89544,44368,45680,0
C06_B116_S21.tif,87424,88736,49528,50840,0
C06_B116_S21.tif,83392,84704,42104,43416,0
C06_B116_S21.tif,81232,82544,36944,38256,0
C06_B116_S21.tif,85800,87112,37112,38424,0
C06_B116_S21.tif,91208,92520,41784,43096,0
C06_B116_S21.tif,91896,93208,37192,38504,0
C06_B116_S21.tif,90520,91832,31288,32600,0
C06_B116_S21.tif,89536,90848,29176,30488,0
C06_B116_S21.tif,96144,97456,40312,41624,0
C06_B116_S21.tif,95032,96344,44008,45320,0
C06_B116_S21.tif,88864,90176,56784,58096,1
C06_B116_S21.tif,90960,92272,58152,59464,1
C06_B116_S21.tif,91224,92536,59768,61080,1
C06_B116_S21.tif,89152,90464,59320,60632,1
C06_B116_S21.tif,90032,91344,57072,58384,1
C06_B116_S21.tif,81088,82400,43928,45240,0
C06_B116_S21.tif,82648,83960,47032,48344,0
C06_B116_S21.tif,84408,85720,42760,44072,0
C06_B116_S21.tif,82464,83776,38672,39984,0
C06_B116_S21.tif,83448,84760,32336,33648,0
C06_B116_S21.tif,82224,83536,26248,27560,0
C06_B116_S21.tif,69976,71288,65016,66328,0
C06_B116_S21.tif,79720,81032,74152,75464,0
C06_B116_S21.tif,83488,84800,72480,73792,0
C06_B116_S21.tif,97848,99160,37896,39208,0
C06_B116_S21.tif,94776,96088,33088,34400,0
C06_B116_S21.tif,84376,85688,25648,26960,0
C06_B116_S21.tif,120184,121496,66592,67904,1
C06_B116_S21.tif,122640,123952,65896,67208,1
C06_B116_S21.tif,125048,126360,65144,66456,1
C06_B116_S21.tif,127216,128528,64136,65448,1
C06_B116_S21.tif,128112,129424,62512,63824,1
C06_B116_S21.tif,127680,128992,37704,39016,1
C06_B116_S21.tif,128576,129888,39752,41064,1
C06_B116_S21.tif,129240,130552,41840,43152,1
C06_B116_S21.tif,129672,130984,43344,44656,1
C06_B116_S21.tif,130512,131824,45248,46560,1
C06_B116_S21.tif,131320,132632,46896,48208,1
C06_B116_S21.tif,132568,133880,49008,50320,1
C06_B116_S21.tif,133464,134776,49936,51248,1
C06_B116_S21.tif,137168,138480,49352,50664,1
C06_B116_S21.tif,138784,140096,49672,50984,1
C06_B116_S21.tif,136496,137808,51464,52776,1
C06_B116_S21.tif,137456,138768,52128,53440,1
C06_B116_S21.tif,132360,133672,57048,58360,1
C06_B116_S21.tif,131264,132576,56240,57552,1
C06_B116_S21.tif,131384,132696,54848,56160,1
C06_B116_S21.tif,131352,132664,53408,54720,1
C06_B116_S21.tif,131088,132400,51400,52712,1
C06_B116_S21.tif,130336,131648,49752,51064,1
C06_B116_S21.tif,138960,140272,35328,36640,0
C06_B116_S21.tif,138928,140240,38192,39504,0
C06_B116_S21.tif,132424,133736,37992,39304,0
C06_B116_S21.tif,131408,132720,33248,34560,0
C06_B116_S21.tif,132424,133736,30208,31520,0
C06_B115_S21.tif,66840,68152,16160,17472,0
C06_B115_S21.tif,71592,72904,24880,26192,0
C06_B115_S21.tif,77936,79248,15288,16600,0
C06_B115_S21.tif,71056,72368,21712,23024,0
C06_B115_S21.tif,53792,55104,17152,18464,0
C06_B115_S21.tif,51288,52600,17096,18408,0
C06_B115_S21.tif,68464,69776,68024,69336,0
C06_B115_S21.tif,64416,65728,71440,72752,0
C06_B115_S21.tif,64504,65816,75192,76504,0
C06_B115_S21.tif,66584,67896,77112,78424,0
C06_B115_S21.tif,27736,29048,48200,49512,0
C06_B115_S21.tif,24368,25680,41560,42872,0
C06_B115_S21.tif,28056,29368,42200,43512,0
C06_B115_S21.tif,24864,26176,46528,47840,0
C06_B115_S21.tif,48176,49488,92496,93808,0
C06_B115_S21.tif,42336,43648,30552,31864,0
C06_B115_S21.tif,49176,50488,57760,59072,0
C06_B115_S21.tif,40024,41336,72112,73424,0
C06_B115_S21.tif,38944,40256,74376,75688,0
C06_B115_S21.tif,37120,38432,80760,82072,0
C06_B115_S21.tif,38672,39984,85120,86432,0
C06_B115_S21.tif,120312,121624,30704,32016,0
C06_B115_S21.tif,140032,141344,27816,29128,0
C06_B115_S21.tif,140648,141960,28752,30064,0
C06_B115_S21.tif,142000,143312,28064,29376,0
C06_B115_S21.tif,142280,143592,26528,27840,0
C06_B115_S21.tif,142040,143352,24952,26264,0
C06_B115_S21.tif,139264,140576,24168,25480,0
C06_B115_S21.tif,141192,142504,23552,24864,0
C06_B115_S21.tif,142248,143560,23360,24672,0
C06_B115_S21.tif,120816,122128,31736,33048,0
C06_B115_S21.tif,121624,122936,31056,32368,0
C06_B115_S21.tif,120456,121768,29824,31136,0
C06_B115_S21.tif,118232,119544,29880,31192,0
C06_B115_S21.tif,118400,119712,31248,32560,0
C06_B115_S21.tif,119672,120984,32328,33640,0
C06_B115_S21.tif,119280,120592,29296,30608,0
C06_B115_S21.tif,120704,122016,35592,36904,0
C06_B115_S21.tif,120160,121472,37408,38720,0
C06_B115_S21.tif,121304,122616,39824,41136,0
C06_B115_S21.tif,115496,116808,37408,38720,0
C06_B115_S21.tif,119912,121224,36696,38008,0
C06_B115_S21.tif,131200,132512,27720,29032,1
C06_B115_S21.tif,129672,130984,27400,28712,1
C06_B115_S21.tif,132624,133936,28192,29504,1
C06_B115_S21.tif,134352,135664,74240,75552,1
C06_B115_S21.tif,131024,132336,70952,72264,1
C06_B115_S21.tif,127688,129000,53000,54312,1
C06_B115_S21.tif,127752,129064,51496,52808,1
C06_B115_S21.tif,135144,136456,54040,55352,1
C06_B115_S21.tif,128648,129960,52368,53680,1
C06_B115_S21.tif,140960,142272,75080,76392,1
C06_B115_S21.tif,131680,132992,81184,82496,1
C13_B141_S11.tif,215328,216560,69832,71064,0
C13_B141_S11.tif,216600,217832,80264,81496,0
C13_B141_S11.tif,209424,210656,80840,82072,0
C13_B141_S11.tif,212592,213824,75640,76872,0
C13_B141_S11.tif,215512,216744,71416,72648,0
C13_B141_S11.tif,222152,223384,73104,74336,0
C13_B141_S11.tif,208472,209704,65744,66976,0
C13_B141_S11.tif,208224,209456,77680,78912,1
C13_B141_S11.tif,210320,211552,73352,74584,1
C13_B141_S11.tif,227336,228568,54488,55720,1
C13_B141_S11.tif,225176,226408,53312,54544,1
C13_B141_S11.tif,226192,227424,47296,48528,1
C13_B141_S11.tif,225304,226536,49160,50392,1
C13_B141_S11.tif,212648,213880,81952,83184,1
C13_B141_S11.tif,218440,219672,80568,81800,1
C13_B141_S11.tif,213568,214800,83800,85032,1
C13_B141_S11.tif,208752,209984,86640,87872,1
C13_B141_S11.tif,208336,209568,79528,80760,1
C13_B141_S11.tif,216216,217448,164560,165792,1
C13_B141_S11.tif,216760,217992,142768,144000,1
C13_B141_S11.tif,235560,236792,142040,143272,1
C13_B141_S11.tif,216664,217896,157688,158920,1
C13_B141_S11.tif,217312,218544,161912,163144,1
C13_B141_S11.tif,221736,222968,165544,166776,1
C13_B141_S11.tif,211856,213088,159624,160856,1
C13_B141_S11.tif,213720,214952,165176,166408,1
C13_B141_S11.tif,219296,220528,150616,151848,1
C13_B141_S11.tif,222736,223968,142624,143856,1
C13_B141_S11.tif,237880,239112,141680,142912,1
C13_B141_S11.tif,193800,195032,48896,50128,0
C13_B141_S11.tif,193816,195048,49944,51176,0
C13_B141_S11.tif,195416,196648,45184,46416,0
C13_B141_S11.tif,190056,191288,51168,52400,1
C13_B141_S11.tif,187264,188496,51464,52696,1
C13_B141_S11.tif,185016,186248,66256,67488,1
C13_B141_S11.tif,179824,181056,64200,65432,1
C13_B141_S11.tif,180352,181584,65768,67000,1
C13_B141_S11.tif,181376,182608,67248,68480,1
C13_B141_S11.tif,181256,182488,62600,63832,1
C13_B141_S11.tif,189376,190608,47176,48408,1
C13_B141_S11.tif,195752,196984,47616,48848,1
C13_B141_S11.tif,197584,198816,131656,132888,1
C13_B141_S11.tif,188744,189976,142968,144200,1
C13_B141_S11.tif,190368,191600,145072,146304,1
C13_B141_S11.tif,189464,190696,143944,145176,1
C13_B141_S11.tif,185976,187208,143928,145160,1
C13_B141_S11.tif,186672,187904,145144,146376,1
C13_B141_S11.tif,187216,188448,146552,147784,1
C13_B141_S11.tif,191536,192768,147080,148312,1
C13_B141_S11.tif,194776,196008,132568,133800,1
C13_B141_S11.tif,195976,197208,133752,134984,1
C13_B141_S11.tif,197912,199144,133976,135208,1
C13_B141_S11.tif,201696,202928,129672,130904,1
C13_B141_S11.tif,203088,204320,128976,130208,1
C13_B141_S11.tif,201536,202768,126800,128032,1
C12_B132_S12.tif,39528,40824,18120,19416,1
C12_B132_S12.tif,42864,44160,20528,21824,1
C12_B132_S12.tif,14016,15312,14888,16184,1
C12_B132_S12.tif,15800,17096,15720,17016,1
C12_B132_S12.tif,17840,19136,12096,13392,1
C12_B132_S12.tif,19200,20496,12048,13344,1
C12_B132_S12.tif,24592,25888,10824,12120,1
C12_B132_S12.tif,23848,25144,9432,10728,1
C12_B132_S12.tif,23176,24472,7736,9032,1
C12_B132_S12.tif,23160,24456,5952,7248,1
C12_B132_S12.tif,11840,13136,12592,13888,1
C12_B132_S12.tif,11520,12816,11184,12480,1
C12_B132_S12.tif,7600,8896,23944,25240,1
C12_B132_S12.tif,10744,12040,27176,28472,1
C12_B132_S12.tif,16160,17456,8776,10072,0
C12_B132_S12.tif,20808,22104,25104,26400,0
C12_B132_S12.tif,116968,118264,7400,8696,1
C12_B132_S12.tif,115944,117240,6232,7528,1
C12_B132_S12.tif,115456,116752,4056,5352,1
C12_B132_S12.tif,106552,107848,11960,13256,1
C12_B132_S12.tif,108376,109672,13144,14440,1
C12_B132_S12.tif,119016,120312,6192,7488,1
C12_B132_S12.tif,105200,106496,11336,12632,1
C12_B132_S12.tif,103680,104976,8888,10184,1
C12_B132_S12.tif,103560,104856,7704,9000,1
C12_B132_S12.tif,129952,131248,19128,20424,1
C12_B132_S12.tif,130504,131800,17296,18592,1
C12_B132_S12.tif,128752,130048,23656,24952,1
C12_B132_S12.tif,124128,125424,22968,24264,1
C12_B132_S12.tif,134112,135408,16296,17592,0
C12_B132_S12.tif,134280,135576,17584,18880,0
C12_B132_S12.tif,135616,136912,17000,18296,0
C12_B132_S12.tif,134672,135968,14984,16280,0
C12_B132_S12.tif,139032,140328,18904,20200,0
C12_B132_S12.tif,136584,137880,23704,25000,0
C12_B132_S12.tif,141296,142592,24264,25560,0
C12_B132_S12.tif,134504,135800,12816,14112,0
C12_B132_S12.tif,131888,133184,16352,17648,0
C12_B131_S12.tif,38696,39992,36328,37624,1
C12_B131_S12.tif,136272,137568,10920,12216,0
C12_B131_S12.tif,148440,149736,5688,6984,0
C12_B131_S12.tif,152608,153904,13760,15056,0
C12_B131_S12.tif,151536,152832,35704,37000,0
C12_B131_S12.tif,151400,152696,37360,38656,0
C12_B131_S12.tif,157160,158456,33968,35264,0
C12_B131_S12.tif,153520,154816,32536,33832,0
C12_B131_S12.tif,154544,155840,29872,31168,0
C12_B131_S12.tif,154496,155792,23256,24552,0
C12_B131_S12.tif,151128,152424,22320,23616,0
C12_B131_S12.tif,147256,148552,19408,20704,0
C12_B131_S12.tif,149696,150992,19656,20952,0
C12_B131_S12.tif,110736,112032,37752,39048,0
C12_B131_S12.tif,115312,116608,36840,38136,0
C12_B131_S12.tif,116424,117720,35632,36928,0
C12_B131_S12.tif,117128,118424,40960,42256,0
C12_B131_S12.tif,116992,118288,42048,43344,0
C12_B131_S12.tif,132784,134080,4888,6184,0
C12_B131_S12.tif,134344,135640,23632,24928,0
C12_B131_S12.tif,140336,141632,27360,28656,0
C12_B131_S12.tif,141432,142728,27976,29272,0
C12_B131_S12.tif,143440,144736,25736,27032,0
C12_B131_S12.tif,143080,144376,26792,28088,0
C12_B131_S12.tif,144064,145360,23592,24888,0
C12_B131_S12.tif,113784,115080,36880,38176,0
C12_B131_S12.tif,114832,116128,38024,39320,0
C12_B131_S12.tif,121296,122592,35128,36424,0
C12_B131_S12.tif,119976,121272,32832,34128,0
C12_B131_S12.tif,117952,119248,31784,33080,0
C12_B131_S12.tif,105456,106752,40088,41384,0
C12_B131_S12.tif,107120,108416,40504,41800,0
C12_B131_S12.tif,103680,104976,37656,38952,0
C12_B131_S12.tif,104232,105528,39776,41072,0
C12_B131_S12.tif,142344,143640,9368,10664,0
C12_B131_S12.tif,142984,144280,10536,11832,0
C12_B131_S12.tif,143960,145256,11784,13080,0
C12_B131_S12.tif,145328,146624,11400,12696,0
C12_B131_S12.tif,151808,153104,50104,51400,0
C12_B131_S12.tif,154560,155856,50288,51584,0
C12_B131_S12.tif,141776,143072,47376,48672,0
C12_B131_S12.tif,125392,126688,40800,42096,0
C12_B131_S12.tif,17520,18816,30696,31992,1
C12_B131_S12.tif,16048,17344,28096,29392,1
C12_B131_S12.tif,13232,14528,44368,45664,0
C12_B131_S12.tif,13248,14544,43152,44448,0
C12_B131_S12.tif,21208,22504,45448,46744,0
C12_B131_S12.tif,22880,24176,41696,42992,0
C12_B131_S12.tif,25328,26624,41584,42880,0
C12_B131_S12.tif,27264,28560,42832,44128,0
C12_B131_S12.tif,21816,23112,39168,40464,0
C12_B130_S12.tif,59280,60576,33200,34496,0
C12_B130_S12.tif,59792,61088,34720,36016,0
C12_B130_S12.tif,60480,61776,36608,37904,0
C12_B130_S12.tif,61408,62704,38064,39360,0
C12_B130_S12.tif,62176,63472,31800,33096,1
C12_B130_S12.tif,62496,63792,33952,35248,1
C12_B130_S12.tif,63376,64672,36160,37456,1
C12_B130_S12.tif,42960,44256,18528,19824,0
C12_B130_S12.tif,43896,45192,20776,22072,0
C12_B130_S12.tif,42408,43704,20352,21648,0
C12_B130_S12.tif,41280,42576,19096,20392,0
C12_B130_S12.tif,48544,49840,33312,34608,0
C12_B130_S12.tif,63520,64816,49208,50504,0
C12_B130_S12.tif,63672,64968,50968,52264,0
C12_B130_S12.tif,65024,66320,50200,51496,0
C12_B130_S12.tif,63368,64664,47840,49136,0
C12_B130_S12.tif,52192,53488,48352,49648,0
C12_B130_S12.tif,48040,49336,46352,47648,0
C12_B130_S12.tif,43552,44848,29688,30984,1
C12_B130_S12.tif,41544,42840,29040,30336,1
C12_B130_S12.tif,43168,44464,27904,29200,1
C12_B130_S12.tif,40696,41992,27232,28528,1
C12_B130_S12.tif,63408,64704,37360,38656,1
C12_B130_S12.tif,62448,63744,35736,37032,1
C12_B130_S12.tif,61592,62888,34336,35632,1
C12_B130_S12.tif,65136,66432,36600,37896,1
C12_B130_S12.tif,46200,47496,47968,49264,1
C12_B130_S12.tif,46736,48032,46056,47352,1
C12_B130_S12.tif,48384,49680,44616,45912,1
C12_B130_S12.tif,49688,50984,45400,46696,1
C12_B130_S12.tif,47200,48496,50472,51768,1
C12_B130_S12.tif,45504,46800,46832,48128,1
C12_B130_S12.tif,46368,47664,40488,41784,1
C12_B129_S12.tif,53144,54440,56744,58040,0
C12_B129_S12.tif,55736,57032,56400,57696,0
C12_B129_S12.tif,76632,77928,76912,78208,0
C12_B129_S12.tif,31728,33024,62448,63744,1
C12_B129_S12.tif,86576,87872,40848,42144,1
C12_B129_S12.tif,40368,41664,14384,15680,0
C12_B129_S12.tif,40784,42080,16648,17944,0
C12_B129_S12.tif,41344,42640,18416,19712,0
C12_B129_S12.tif,41336,42632,19744,21040,0
C12_B129_S12.tif,43376,44672,17144,18440,0
C12_B129_S12.tif,42272,43568,15272,16568,0
C12_B129_S12.tif,35408,36704,26488,27784,1
C12_B129_S12.tif,34184,35480,26072,27368,1
C12_B129_S12.tif,5696,6992,47176,48472,0
C12_B129_S12.tif,17104,18400,39248,40544,1
C12_B129_S12.tif,18208,19504,38048,39344,1
C12_B129_S12.tif,20288,21584,37784,39080,1
C12_B129_S12.tif,20120,21416,36400,37696,1
C01_B239_S01.tif,121648,122960,13264,14576,1
C01_B239_S01.tif,64912,66224,24712,26024,1
C01_B239_S01.tif,66352,67664,21984,23296,1
C01_B239_S01.tif,64800,66112,23048,24360,1
C01_B239_S01.tif,69664,70976,24280,25592,0
C01_B239_S01.tif,68488,69800,22672,23984,0
C01_B239_S01.tif,65832,67144,27576,28888,1
C01_B239_S01.tif,65712,67024,25784,27096,1
C01_B239_S01.tif,67552,68864,24152,25464,0
C01_B239_S01.tif,64264,65576,29128,30440,1
C01_B239_S01.tif,64344,65656,26232,27544,1
C01_B239_S01.tif,70680,71992,25872,27184,1
C01_B239_S01.tif,71912,73224,23792,25104,1
C01_B239_S01.tif,73024,74336,24248,25560,1
C01_B239_S01.tif,71856,73168,26128,27440,1
C01_B239_S01.tif,9752,11064,40352,41664,1
C01_B239_S01.tif,8432,9744,39072,40384,1
C01_B239_S01.tif,8288,9600,38008,39320,1
C01_B239_S01.tif,7792,9104,36152,37464,1
C01_B239_S01.tif,8016,9328,34520,35832,1
C01_B239_S01.tif,8840,10152,32384,33696,1
C01_B239_S01.tif,9872,11184,30992,32304,1
C01_B239_S01.tif,11152,12464,29632,30944,1
C01_B239_S01.tif,12256,13568,28280,29592,1
C01_B239_S01.tif,13592,14904,29152,30464,1
C01_B239_S01.tif,15504,16816,37152,38464,1
C01_B239_S01.tif,16408,17720,35672,36984,1
C01_B239_S01.tif,16504,17816,34120,35432,1
C01_B239_S01.tif,16952,18264,31624,32936,1
C01_B239_S01.tif,16664,17976,29752,31064,1
C01_B239_S01.tif,10856,12168,36136,37448,1
C01_B239_S01.tif,14792,16104,33960,35272,1
C01_B239_S01.tif,10384,11696,33696,35008,0
C01_B239_S01.tif,125120,126432,8544,9856,1
C01_B239_S01.tif,126624,127936,7568,8880,1
C01_B239_S01.tif,128424,129736,7024,8336,1
C01_B239_S01.tif,129808,131120,7040,8352,1
C01_B239_S01.tif,131424,132736,7112,8424,1
C01_B239_S01.tif,132288,133600,8920,10232,1
C01_B239_S01.tif,122424,123736,14184,15496,1
C01_B239_S01.tif,129144,130456,11216,12528,1
